event_id,ts,video_rel,false_trigger,notes,reviewed_at,species,movement,count
26,2025-10-20 12:51:24,25  10  20  10  44\26.mp4,0,,2026-01-30T12:03:56,Rainbow,Up,1
27,2025-10-20 12:58:59,25  10  20  10  44\27.mp4,0,,2026-01-30T12:04:36,Chinook,Stay,1
27,2025-10-20 12:58:59,25  10  20  10  44\27.mp4,0,,2026-01-30T12:04:36,Rainbow,Up,1
28,2025-10-20 13:01:39,25  10  20  10  44\28.mp4,0,,2026-01-30T12:04:54,Chinook,Stay,1
29,2025-10-20 13:03:40,,0,,2026-01-30T12:04:56,Non fish,Stay,1
30,2025-10-20 13:03:54,25  10  20  10  44\30.mp4,0,,2026-01-30T12:55:03,Unknown,Stay,1
31,2025-10-20 13:04:32,,0,,2026-01-30T12:55:05,Non fish,Stay,1
32,2025-10-20 13:04:42,25  10  20  10  44\32.mp4,0,,2026-01-30T12:55:36,Brown,Stay,1
32,2025-10-20 13:04:42,25  10  20  10  44\32.mp4,0,,2026-01-30T12:55:36,Chinook,Stay,1
33,2025-10-20 13:04:50,25  10  20  10  44\33.mp4,0,,2026-01-30T12:55:53,Brown,Up,1
33,2025-10-20 13:04:50,25  10  20  10  44\33.mp4,0,,2026-01-30T12:55:53,Chinook,Down,1
34,2025-10-20 13:06:08,,0,,2026-01-30T12:55:56,Non fish,Stay,1
35,2025-10-20 13:06:19,25  10  20  10  44\35.mp4,0,,2026-01-30T12:56:15,Chinook,Down,1
36,2025-10-20 13:06:47,25  10  20  10  44\36.mp4,0,,2026-01-30T12:56:33,Chinook,Down,1
37,2025-10-20 13:08:15,25  10  20  10  44\37.mp4,0,,2026-01-30T12:56:50,Chinook,Stay,1
38,2025-10-20 13:14:30,25  10  20  10  44\38.mp4,0,A,2026-01-30T12:57:27,Rainbow,Stay,1
39,2025-10-20 13:19:25,25  10  20  10  44\39.mp4,0,,2026-01-30T12:57:24,Chinook,Up,2
40,2025-10-20 13:25:18,25  10  20  10  44\40.mp4,0,,2026-01-30T12:57:43,Chinook,Up,1
41,2025-10-20 13:31:21,25  10  20  10  44\41.mp4,0,,2026-01-30T12:58:02,Chinook,Stay,1
42,2025-10-20 13:36:33,25  10  20  10  44\42.mp4,0,C,2026-01-30T14:09:24,Chinook,Stay,1
42,2025-10-20 13:36:33,25  10  20  10  44\42.mp4,0,C,2026-01-30T14:09:24,Rainbow,Up,1
43,2025-10-20 13:37:25,25  10  20  10  44\43.mp4,0,,2026-01-30T12:59:01,Chinook,Stay,2
44,2025-10-20 13:38:14,25  10  20  10  44\44.mp4,0,A,2026-01-30T13:01:37,Chinook,Stay,2
44,2025-10-20 13:38:14,25  10  20  10  44\44.mp4,0,A,2026-01-30T13:01:37,Rainbow,Stay,1
45,2025-10-20 13:48:09,25  10  20  10  44\45.mp4,0,,2026-01-30T13:01:55,Chinook,Up,1
46,2025-10-20 13:49:35,25  10  20  10  44\46.mp4,0,,2026-01-30T13:02:14,Chinook,Up,1
47,2025-10-20 13:50:09,25  10  20  10  44\47.mp4,0,,2026-01-30T13:02:37,Chinook,Stay,1
48,2025-10-20 13:51:23,25  10  20  10  44\48.mp4,0,,2026-01-30T13:03:02,Chinook,Up,1
49,2025-10-20 13:52:09,25  10  20  10  44\49.mp4,0,,2026-01-30T13:03:31,Chinook,Up,1
50,2025-10-20 14:06:42,25  10  20  10  44\50.mp4,0,A,2026-01-30T13:04:05,Chinook,Stay,1
50,2025-10-20 14:06:42,25  10  20  10  44\50.mp4,0,A,2026-01-30T13:04:05,Rainbow,Up,1
51,2025-10-20 14:08:37,25  10  20  10  44\51.mp4,0,,2026-01-30T13:04:23,Chinook,Up,1
52,2025-10-20 14:10:21,25  10  20  10  44\52.mp4,0,,2026-01-30T13:04:39,Chinook,Up,1
53,2025-10-20 14:12:00,25  10  20  10  44\53.mp4,0,,2026-01-30T13:04:56,Chinook,Stay,1
54,2025-10-20 14:12:51,,0,,2026-01-30T13:04:59,Non fish,Stay,1
55,2025-10-20 14:12:51,25  10  20  10  44\55.mp4,0,,2026-01-30T13:05:52,Chinook,Up,3
55,2025-10-20 14:12:51,25  10  20  10  44\55.mp4,0,,2026-01-30T13:05:52,Rainbow,Up,1
56,2025-10-20 14:14:49,25  10  20  10  44\56.mp4,0,,2026-01-30T13:06:07,Chinook,Stay,1
57,2025-10-20 14:17:49,25  10  20  10  44\57.mp4,0,,2026-01-30T13:06:23,Chinook,Up,1
58,2025-10-20 14:21:18,25  10  20  10  44\58.mp4,0,,2026-01-30T13:06:37,Chinook,Up,1
59,2025-10-20 14:24:19,25  10  20  10  44\59.mp4,0,,2026-01-30T13:06:51,Chinook,Up,1
60,2025-10-20 14:32:56,25  10  20  10  44\60.mp4,0,,2026-01-30T13:07:08,Chinook,Up,1
61,2025-10-20 14:36:15,25  10  20  10  44\61.mp4,0,C,2026-01-30T14:11:32,Chinook,Stay,1
61,2025-10-20 14:36:15,25  10  20  10  44\61.mp4,0,C,2026-01-30T14:11:32,Rainbow,Up,1
62,2025-10-20 14:36:30,25  10  20  10  44\62.mp4,0,,2026-01-30T13:07:39,Chinook,Stay,1
63,2025-10-20 14:48:22,25  10  20  10  44\63.mp4,0,,2026-01-30T13:07:56,Chinook,Stay,1
64,2025-10-20 14:53:15,25  10  20  10  44\64.mp4,0,,2026-01-30T13:08:09,Chinook,Up,1
65,2025-10-20 14:55:37,25  10  20  10  44\65.mp4,0,,2026-01-30T13:08:24,Chinook,Up,1
66,2025-10-20 14:57:43,,0,,2026-01-30T13:08:27,Non fish,Stay,1
67,2025-10-20 14:57:54,25  10  20  10  44\67.mp4,0,,2026-01-30T13:08:42,Chinook,Stay,1
67,2025-10-20 14:57:54,25  10  20  10  44\67.mp4,0,,2026-01-30T13:08:42,Chinook,Up,1
68,2025-10-20 14:58:33,25  10  20  10  44\68.mp4,0,,2026-01-30T13:08:57,Chinook,Stay,1
69,2025-10-20 14:58:51,,0,,2026-01-30T13:09:00,Non fish,Stay,1
70,2025-10-20 14:59:03,25  10  20  10  44\70.mp4,0,,2026-01-30T13:09:18,Chinook,Stay,1
70,2025-10-20 14:59:03,25  10  20  10  44\70.mp4,0,,2026-01-30T13:09:18,Chinook,Up,2
71,2025-10-20 14:59:23,25  10  20  10  44\71.mp4,0,,2026-01-30T13:09:35,Chinook,Down,1
72,2025-10-20 14:59:38,25  10  20  10  44\72.mp4,0,,2026-01-30T13:09:56,Non fish,Down,1
73,2025-10-20 15:02:25,25  10  20  10  44\73.mp4,0,,2026-01-30T13:10:39,Chinook,Stay,1
74,2025-10-20 15:02:54,25  10  20  10  44\74.mp4,0,,2026-01-30T13:10:55,Chinook,Up,2
75,2025-10-20 15:04:53,,0,,2026-01-30T13:10:57,Non fish,Stay,1
76,2025-10-20 15:05:01,25  10  20  10  44\76.mp4,0,,2026-01-30T15:35:11,Chinook,Up,1
76,2025-10-20 15:05:01,25  10  20  10  44\76.mp4,0,,2026-01-30T15:35:11,Rainbow,Up,1
77,2025-10-20 15:06:01,25  10  20  10  44\77.mp4,0,,2026-01-30T13:11:58,Chinook,Stay,1
78,2025-10-20 15:09:54,25  10  20  10  44\78.mp4,0,,2026-01-30T13:12:12,Chinook,Up,1
79,2025-10-20 15:13:48,25  10  20  10  44\79.mp4,0,,2026-01-30T13:12:29,Chinook,Up,1
80,2025-10-20 15:20:23,25  10  20  10  44\80.mp4,0,,2026-01-30T13:12:46,Chinook,Stay,1
81,2025-10-20 15:22:11,25  10  20  10  44\81.mp4,0,,2026-01-30T13:13:02,Chinook,Up,1
82,2025-10-20 15:24:55,25  10  20  10  44\82.mp4,0,,2026-01-30T13:13:16,Chinook,Up,1
83,2025-10-20 15:27:45,25  10  20  10  44\83.mp4,0,,2026-01-30T13:13:30,Chinook,Up,1
84,2025-10-20 15:28:29,25  10  20  10  44\84.mp4,0,,2026-01-30T13:13:49,Chinook,Up,1
85,2025-10-20 15:30:35,25  10  20  10  44\85.mp4,0,,2026-01-30T13:14:12,Rainbow,Up,1
86,2025-10-20 15:32:25,25  10  20  10  44\86.mp4,0,,2026-01-30T13:14:37,Rainbow,Up,1
87,2025-10-20 15:44:00,25  10  20  10  44\87.mp4,0,,2026-01-30T13:14:53,Chinook,Up,1
88,2025-10-20 15:44:49,25  10  20  10  44\88.mp4,0,,2026-01-30T13:15:10,Chinook,Stay,1
88,2025-10-20 15:44:49,25  10  20  10  44\88.mp4,0,,2026-01-30T13:15:10,Chinook,Up,1
89,2025-10-20 15:45:03,25  10  20  10  44\89.mp4,0,,2026-01-30T13:15:21,Chinook,Up,1
90,2025-10-20 15:49:56,25  10  20  10  44\90.mp4,0,,2026-01-30T13:15:35,Rainbow,Up,1
91,2025-10-20 15:54:09,,0,,2026-01-30T13:15:39,Non fish,Stay,1
92,2025-10-20 15:54:16,25  10  20  10  44\92.mp4,0,A,2026-01-30T13:16:06,Chinook,Up,1
92,2025-10-20 15:54:16,25  10  20  10  44\92.mp4,0,A,2026-01-30T13:16:06,Rainbow,Stay,1
93,2025-10-20 15:57:49,25  10  20  10  44\93.mp4,0,,2026-01-30T13:16:24,Chinook,Stay,1
93,2025-10-20 15:57:49,25  10  20  10  44\93.mp4,0,,2026-01-30T13:16:24,Chinook,Up,1
94,2025-10-20 15:58:21,25  10  20  10  44\94.mp4,0,,2026-01-30T13:16:42,Chinook,Down,1
94,2025-10-20 15:58:21,25  10  20  10  44\94.mp4,0,,2026-01-30T13:16:42,Chinook,Stay,1
95,2025-10-20 16:01:09,25  10  20  10  44\95.mp4,0,,2026-01-30T13:16:59,Chinook,Stay,2
96,2025-10-20 16:01:37,25  10  20  10  44\96.mp4,0,,2026-01-30T13:17:16,Chinook,Stay,1
96,2025-10-20 16:01:37,25  10  20  10  44\96.mp4,0,,2026-01-30T13:17:16,Chinook,Up,1
96,2025-10-20 16:01:37,25  10  20  10  44\96.mp4,0,,2026-01-30T13:17:16,Rainbow,Up,1
97,2025-10-20 16:02:16,25  10  20  10  44\97.mp4,0,,2026-01-30T13:17:32,Chinook,Up,2
98,2025-10-20 16:06:50,25  10  20  10  44\98.mp4,0,,2026-01-30T13:17:47,Chinook,Up,1
99,2025-10-20 16:10:57,25  10  20  10  44\99.mp4,0,,2026-01-30T13:18:03,Chinook,Up,1
100,2025-10-20 16:13:52,25  10  20  10  44\100.mp4,0,,2026-01-30T13:18:20,Chinook,Up,1
101,2025-10-20 16:22:03,25  10  20  10  44\101.mp4,0,,2026-01-30T13:18:39,Rainbow,Up,1
102,2025-10-20 16:31:20,25  10  20  10  44\102.mp4,0,,2026-01-30T13:19:06,Rainbow,Up,1
103,2025-10-20 16:32:01,25  10  20  10  44\103.mp4,0,,2026-01-30T13:19:41,Chinook,Stay,1
103,2025-10-20 16:32:01,25  10  20  10  44\103.mp4,0,,2026-01-30T13:19:41,Rainbow,Up,1
104,2025-10-20 16:34:03,25  10  20  10  44\104.mp4,0,,2026-01-30T13:20:00,Chinook,Stay,2
104,2025-10-20 16:34:03,25  10  20  10  44\104.mp4,0,,2026-01-30T13:20:00,Chinook,Up,1
105,2025-10-20 16:34:18,25  10  20  10  44\105.mp4,0,,2026-01-30T13:20:19,Chinook,Stay,2
105,2025-10-20 16:34:18,25  10  20  10  44\105.mp4,0,,2026-01-30T13:20:19,Rainbow,Stay,1
106,2025-10-20 16:35:21,25  10  20  10  44\106.mp4,0,,2026-01-30T13:20:54,Chinook,Stay,2
106,2025-10-20 16:35:21,25  10  20  10  44\106.mp4,0,,2026-01-30T13:20:54,Rainbow,Up,1
107,2025-10-20 16:38:12,25  10  20  10  44\107.mp4,0,,2026-01-30T13:21:13,Chinook,Stay,2
108,2025-10-20 16:45:39,,0,,2026-01-30T13:21:16,Non fish,Stay,1
109,2025-10-20 16:45:48,25  10  20  10  44\109.mp4,0,,2026-01-30T13:21:32,Chinook,Stay,2
110,2025-10-20 16:46:51,25  10  20  10  44\110.mp4,0,,2026-01-30T13:21:48,Chinook,Stay,2
111,2025-10-20 16:52:21,25  10  20  10  44\111.mp4,0,A,2026-01-30T13:22:20,Chinook,Stay,2
111,2025-10-20 16:52:21,25  10  20  10  44\111.mp4,0,A,2026-01-30T13:22:20,Chinook,Up,1
112,2025-10-20 17:03:43,,0,,2026-01-30T13:22:11,Non fish,Stay,1
113,2025-10-20 17:03:49,25  10  20  10  44\113.mp4,0,,2026-01-30T13:22:53,Atlantic,Stay,1
113,2025-10-20 17:03:49,25  10  20  10  44\113.mp4,0,,2026-01-30T13:22:53,Rainbow,Stay,1
114,2025-10-20 17:04:04,,0,,2026-01-30T13:22:56,Non fish,Stay,1
115,2025-10-20 17:04:07,25  10  20  10  44\115.mp4,0,,2026-01-30T13:23:22,Atlantic,Up,1
115,2025-10-20 17:04:07,25  10  20  10  44\115.mp4,0,,2026-01-30T13:23:22,Chinook,Up,1
115,2025-10-20 17:04:07,25  10  20  10  44\115.mp4,0,,2026-01-30T13:23:22,Rainbow,Stay,1
116,2025-10-20 17:07:10,25  10  20  10  44\116.mp4,0,,2026-01-30T13:23:37,Chinook,Up,1
117,2025-10-20 17:10:43,25  10  20  10  44\117.mp4,0,,2026-01-30T13:23:52,Chinook,Up,1
118,2025-10-20 17:11:20,,0,,2026-01-30T13:23:55,Non fish,Stay,1
119,2025-10-20 17:11:28,25  10  20  10  44\119.mp4,0,,2026-01-30T13:24:54,Rainbow,Down,1
120,2025-10-20 17:13:28,,0,,2026-01-30T13:24:35,Non fish,Stay,1
121,2025-10-20 17:13:37,25  10  20  10  44\121.mp4,0,,2026-01-30T13:25:13,Chinook,Stay,1
121,2025-10-20 17:13:37,25  10  20  10  44\121.mp4,0,,2026-01-30T13:25:13,Rainbow,Up,1
122,2025-10-20 17:15:22,25  10  20  10  44\122.mp4,0,,2026-01-30T13:25:27,Chinook,Stay,1
123,2025-10-20 17:19:42,25  10  20  10  44\123.mp4,0,,2026-01-30T13:25:57,Chinook,Down,1
123,2025-10-20 17:19:42,25  10  20  10  44\123.mp4,0,,2026-01-30T13:25:57,Chinook,Up,1
124,2025-10-20 17:20:13,25  10  20  10  44\124.mp4,0,,2026-01-30T13:26:12,Chinook,Down,1
125,2025-10-20 17:21:44,25  10  20  10  44\125.mp4,0,,2026-01-30T13:26:30,Chinook,Stay,1
126,2025-10-20 17:24:56,25  10  20  10  44\126.mp4,0,,2026-01-30T13:26:53,Chinook,Stay,1
126,2025-10-20 17:24:56,25  10  20  10  44\126.mp4,0,,2026-01-30T13:26:53,Chinook,Up,1
127,2025-10-20 17:27:58,25  10  20  10  44\127.mp4,0,,2026-01-30T13:27:10,Chinook,Down,1
127,2025-10-20 17:27:58,25  10  20  10  44\127.mp4,0,,2026-01-30T13:27:10,Chinook,Stay,1
128,2025-10-20 17:30:26,25  10  20  10  44\128.mp4,0,,2026-01-30T13:27:29,Chinook,Down,1
128,2025-10-20 17:30:26,25  10  20  10  44\128.mp4,0,,2026-01-30T13:27:29,Rainbow,Up,1
129,2025-10-20 17:35:24,25  10  20  10  44\129.mp4,0,,2026-01-30T13:27:43,Chinook,Stay,1
130,2025-10-20 17:36:15,25  10  20  10  44\130.mp4,0,,2026-01-30T13:27:58,Chinook,Stay,1
131,2025-10-20 17:36:54,,0,,2026-01-30T13:28:00,Non fish,Stay,1
132,2025-10-20 17:37:00,25  10  20  10  44\132.mp4,0,A,2026-01-30T13:28:19,Chinook,Stay,1
133,2025-10-20 17:42:04,25  10  20  10  44\133.mp4,0,,2026-01-30T13:28:34,Chinook,Up,1
134,2025-10-20 17:43:55,25  10  20  10  44\134.mp4,0,,2026-01-30T13:29:02,Rainbow,Up,1
135,2025-10-20 17:44:37,25  10  20  10  44\135.mp4,0,,2026-01-30T13:29:19,Chinook,Stay,1
136,2025-10-20 17:45:05,25  10  20  10  44\136.mp4,0,,2026-01-30T13:29:32,Chinook,Down,1
137,2025-10-20 17:45:52,25  10  20  10  44\137.mp4,0,,2026-01-30T13:29:47,Chinook,Up,1
138,2025-10-20 17:49:03,25  10  20  10  44\138.mp4,0,,2026-01-30T13:30:03,Chinook,Up,1
139,2025-10-20 17:50:21,25  10  20  10  44\139.mp4,0,,2026-01-30T13:30:17,Chinook,Up,1
140,2025-10-20 17:50:50,25  10  20  10  44\140.mp4,0,,2026-01-30T13:30:31,Chinook,Up,1
141,2025-10-20 17:51:04,25  10  20  10  44\141.mp4,0,,2026-01-30T13:31:26,Chinook,Stay,1
142,2025-10-20 17:56:57,25  10  20  10  44\142.mp4,0,,2026-01-30T13:31:41,Chinook,Up,2
143,2025-10-20 17:57:21,25  10  20  10  44\143.mp4,0,,2026-01-30T13:32:08,Chinook,Stay,1
144,2025-10-20 18:02:35,25  10  20  10  44\144.mp4,0,,2026-01-30T13:32:24,Chinook,Up,1
145,2025-10-20 18:03:48,25  10  20  10  44\145.mp4,0,,2026-01-30T13:32:50,Chinook,Up,1
146,2025-10-20 18:04:11,25  10  20  10  44\146.mp4,0,,2026-01-30T13:33:03,Chinook,Up,1
147,2025-10-20 18:11:55,25  10  20  10  44\147.mp4,0,,2026-01-30T13:33:17,Chinook,Up,1
148,2025-10-20 18:15:12,25  10  20  10  44\148.mp4,0,,2026-01-30T13:33:31,Chinook,Up,1
149,2025-10-20 18:16:37,,0,,2026-01-30T13:33:34,Non fish,Stay,1
150,2025-10-20 18:16:45,25  10  20  10  44\150.mp4,0,A/C,2026-01-30T14:16:33,Rainbow,Stay,1
150,2025-10-20 18:16:45,25  10  20  10  44\150.mp4,0,A/C,2026-01-30T14:16:33,Rainbow,Up,1
151,2025-10-20 18:21:45,25  10  20  10  44\151.mp4,0,,2026-01-30T13:34:33,Chinook,Up,1
152,2025-10-20 18:26:24,25  10  20  10  44\152.mp4,0,,2026-01-30T13:34:48,Chinook,Stay,1
153,2025-10-20 18:29:10,25  10  20  10  44\153.mp4,0,A,2026-01-30T13:35:14,Chinook,Stay,1
154,2025-10-20 18:39:58,25  10  20  10  44\154.mp4,0,,2026-01-30T13:35:29,Chinook,Up,1
155,2025-10-20 18:47:55,25  10  20  10  44\155.mp4,0,,2026-01-30T13:35:51,Chinook,Up,2
156,2025-10-20 18:51:44,25  10  20  10  44\156.mp4,0,,2026-01-30T13:36:05,Chinook,Up,1
157,2025-10-20 18:52:43,25  10  20  10  44\157.mp4,0,,2026-01-30T13:36:24,Chinook,Up,1
158,2025-10-20 18:54:46,25  10  20  10  44\158.mp4,0,,2026-01-30T13:37:03,Chinook,Up,1
159,2025-10-20 18:59:22,,0,,2026-01-30T13:37:05,Non fish,Stay,1
160,2025-10-20 18:59:33,25  10  20  10  44\160.mp4,0,,2026-01-30T13:37:25,Chinook,Up,2
161,2025-10-20 19:10:52,25  10  20  10  44\161.mp4,0,,2026-01-30T13:37:43,Chinook,Stay,1
162,2025-10-20 19:18:41,25  10  20  10  44\162.mp4,0,,2026-01-30T13:37:58,Chinook,Up,1
163,2025-10-20 19:19:08,25  10  20  10  44\163.mp4,0,A,2026-01-30T13:38:18,Chinook,Stay,1
164,2025-10-20 19:36:46,25  10  20  10  44\164.mp4,0,,2026-01-30T13:38:33,Chinook,Stay,1
165,2025-10-20 19:37:53,25  10  20  10  44\165.mp4,0,,2026-01-30T13:38:49,Chinook,Down,1
166,2025-10-20 19:38:23,25  10  20  10  44\166.mp4,0,,2026-01-30T13:39:03,Chinook,Up,1
167,2025-10-20 19:39:17,25  10  20  10  44\167.mp4,0,,2026-01-30T13:39:17,Chinook,Up,1
168,2025-10-20 19:41:16,25  10  20  10  44\168.mp4,0,,2026-01-30T13:39:31,Chinook,Up,1
169,2025-10-20 19:46:49,25  10  20  10  44\169.mp4,0,A,2026-01-30T13:39:49,Chinook,Stay,1
170,2025-10-20 20:26:01,25  10  20  10  44\170.mp4,0,,2026-01-30T13:40:55,Chinook,Stay,1
171,2025-10-20 20:36:30,25  10  20  10  44\171.mp4,0,,2026-01-30T13:41:26,Chinook,Stay,1
171,2025-10-20 20:36:30,25  10  20  10  44\171.mp4,0,,2026-01-30T13:41:26,Chinook,Up,1
172,2025-10-20 20:37:06,,0,,2026-01-30T13:41:30,Non fish,Stay,1
173,2025-10-20 20:37:15,25  10  20  10  44\173.mp4,0,,2026-01-30T13:41:46,Chinook,Stay,1
173,2025-10-20 20:37:15,25  10  20  10  44\173.mp4,0,,2026-01-30T13:41:46,Chinook,Up,1
174,2025-10-20 20:38:38,25  10  20  10  44\174.mp4,0,,2026-01-30T13:42:00,Chinook,Stay,1
175,2025-10-20 20:39:15,25  10  20  10  44\175.mp4,0,,2026-01-30T13:42:16,Chinook,Up,1
176,2025-10-20 20:50:16,25  10  20  10  44\176.mp4,0,,2026-01-30T13:42:32,Chinook,Stay,1
177,2025-10-20 20:53:05,25  10  20  10  44\177.mp4,0,,2026-01-30T13:42:45,Chinook,Up,1
178,2025-10-20 21:03:25,25  10  20  10  44\178.mp4,0,,2026-01-30T13:42:59,Chinook,Up,1
179,2025-10-20 21:37:49,25  10  20  10  44\179.mp4,0,,2026-01-30T13:43:29,Unknown,Up,1
180,2025-10-20 21:51:37,25  10  20  10  44\180.mp4,0,,2026-01-30T13:43:46,Rainbow,Up,1
181,2025-10-20 22:04:54,25  10  20  10  44\181.mp4,0,,2026-01-30T13:44:01,Chinook,Up,1
182,2025-10-20 22:05:21,25  10  20  10  44\182.mp4,0,,2026-01-30T13:44:15,Chinook,Up,1
183,2025-10-20 22:17:09,25  10  20  10  44\183.mp4,0,,2026-01-30T13:44:42,Non fish,Down,1
184,2025-10-20 22:26:56,25  10  20  10  44\184.mp4,0,,2026-01-30T13:44:56,Chinook,Up,1
185,2025-10-20 22:44:02,25  10  20  10  44\185.mp4,0,,2026-01-30T13:45:10,Chinook,Up,1
186,2025-10-20 22:53:42,25  10  20  10  44\186.mp4,0,,2026-01-30T13:45:24,Chinook,Up,1
187,2025-10-20 22:59:58,25  10  20  10  44\187.mp4,0,,2026-01-30T13:45:38,Chinook,Up,1
188,2025-10-20 23:01:23,25  10  20  10  44\188.mp4,0,,2026-01-30T13:45:52,Chinook,Up,1
189,2025-10-20 23:06:32,25  10  20  10  44\189.mp4,0,,2026-01-30T13:46:06,Chinook,Up,1
190,2025-10-20 23:50:12,25  10  20  10  44\190.mp4,0,,2026-01-30T13:46:20,Chinook,Up,1
191,2025-10-20 23:52:15,25  10  20  10  44\191.mp4,0,,2026-01-30T13:46:34,Chinook,Up,1
192,2025-10-21 00:17:11,25  10  20  10  44\192.mp4,0,,2026-01-30T13:46:49,Chinook,Up,1
193,2025-10-21 00:25:10,25  10  20  10  44\193.mp4,0,,2026-01-30T13:47:12,Chinook,Stay,1
194,2025-10-21 00:52:33,25  10  20  10  44\194.mp4,0,,2026-01-30T13:47:30,Chinook,Up,1
195,2025-10-21 00:54:15,25  10  20  10  44\195.mp4,0,,2026-01-30T13:47:49,Chinook,Up,1
196,2025-10-21 01:05:08,25  10  20  10  44\196.mp4,0,,2026-01-30T13:48:03,Rainbow,Up,1
197,2025-10-21 01:20:38,25  10  20  10  44\197.mp4,0,,2026-01-30T13:48:16,Rainbow,Up,1
198,2025-10-21 02:49:55,25  10  20  10  44\198.mp4,0,,2026-01-30T13:48:30,Chinook,Stay,1
199,2025-10-21 03:03:57,,0,,2026-01-30T13:48:33,Non fish,Stay,1
200,2025-10-21 03:04:01,25  10  20  10  44\200.mp4,0,,2026-01-30T13:48:48,Chinook,Down,1
201,2025-10-21 03:04:30,25  10  20  10  44\201.mp4,0,,2026-01-30T13:49:02,Chinook,Up,1
202,2025-10-21 03:23:20,25  10  20  10  44\202.mp4,0,,2026-01-30T13:49:17,Chinook,Up,1
203,2025-10-21 03:38:54,25  10  20  10  44\203.mp4,0,,2026-01-30T13:49:31,Chinook,Up,1
204,2025-10-21 03:49:25,25  10  20  10  44\204.mp4,0,,2026-01-30T13:49:46,Chinook,Up,1
205,2025-10-21 04:05:41,25  10  20  10  44\205.mp4,0,,2026-01-30T13:50:01,Rainbow,Up,1
206,2025-10-21 04:11:01,25  10  20  10  44\206.mp4,0,,2026-01-30T13:50:19,Chinook,Up,1
207,2025-10-21 04:25:47,25  10  20  10  44\207.mp4,0,,2026-01-30T13:50:33,Chinook,Up,1
208,2025-10-21 08:19:34,25  10  20  10  44\208.mp4,0,,2026-01-30T13:50:47,Chinook,Stay,1
209,2025-10-21 08:28:32,25  10  20  10  44\209.mp4,0,,2026-01-30T13:51:01,Chinook,Up,1
